problem,tfes,candidate,baseline,paired_runs,wins,losses,ties,non_worse_count,non_worse_rate,gap_mean,gap_std,gap_median,gap_q1,gap_q3,gap_iqr,worst_case_gap,best_case_gap
A6,10000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6,20000,arac-lite-v0.6-targeted-probe,no-coordination,10,0,10,0,0,0.0,0.0019243645838084502,0.0018552535888692674,0.0009142576078495551,0.0006461335896862166,0.00280834856509723,0.0021622149754110132,0.005627367395836649,0.00011401420035981194
A6,20000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,0,1,9,9,0.9,5.3245661203147047e-05,0.00015973698360944113,0.0,0.0,0.0,0.0,0.0005324566120314705,0.0
A6,20000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6,20000,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6,20000,arac-lite-v0.6-random-probe-same-budget,no-coordination,10,0,10,0,0,0.0,0.0019243645838084502,0.0018552535888692674,0.0009142576078495551,0.0006461335896862166,0.00280834856509723,0.0021622149754110132,0.005627367395836649,0.00011401420035981194
A6,20000,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,10,0,1,9,9,0.9,5.3245661203147047e-05,0.00015973698360944113,0.0,0.0,0.0,0.0,0.0005324566120314705,0.0
A6,20000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6,20000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6,all,arac-lite-v0.6-targeted-probe,no-coordination,30,0,24,6,6,0.2,0.0012481176946906362,0.0018519278828826513,0.0003567384767692236,7.654971258612784e-05,0.0009400512459114764,0.0008635015333253485,0.005627367395836649,0.0
A6,all,arac-lite-v0.6-targeted-probe,validated-selective-conflict,30,0,1,29,29,0.9666666666666667,1.774855373438235e-05,9.55788869479315e-05,0.0,0.0,0.0,0.0,0.0005324566120314705,0.0
A6,all,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,30,0,0,30,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6,all,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,30,0,0,30,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6,all,arac-lite-v0.6-random-probe-same-budget,no-coordination,30,0,24,6,6,0.2,0.0012481176946906362,0.0018519278828826513,0.0003567384767692236,7.654971258612784e-05,0.0009400512459114764,0.0008635015333253485,0.005627367395836649,0.0
A6,all,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,30,0,1,29,29,0.9666666666666667,1.774855373438235e-05,9.55788869479315e-05,0.0,0.0,0.0,0.0,0.0005324566120314705,0.0
A6,all,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,30,0,0,30,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A6,all,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,30,0,0,30,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,5000,arac-lite-v0.6-targeted-probe,no-coordination,10,4,5,1,5,0.5,0.0002611636283659945,0.0028734553381939807,0.00017044541018901486,-2.898115965858546e-05,0.0020755686670703667,0.002104549826728952,0.004417545732840707,-0.005691123829838988
E4,5000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,8,2,0,8,0.8,-0.000976545825127818,0.004105755057185075,-0.0004852980015135547,-0.0028112739538024767,-4.642444410484127e-05,0.0027648495096976354,0.006918850831264314,-0.00793683856801383
E4,5000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,5000,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,-2.2506803208333397e-15,6.752040962500019e-15,0.0,0.0,0.0,0.0,0.0,-2.25068032083334e-14
E4,5000,arac-lite-v0.6-random-probe-same-budget,no-coordination,10,4,5,1,5,0.5,0.00026116362836823783,0.0028734553381912164,0.00017044541018901486,-2.898115965858546e-05,0.0020755686670703667,0.002104549826728952,0.004417545732840707,-0.005691123829838988
E4,5000,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,10,8,2,0,8,0.8,-0.0009765458251255732,0.0041057550571841715,-0.0004852980015135547,-0.0028112739537968644,-4.642444410484127e-05,0.002764849509692023,0.006918850831264314,-0.00793683856801383
E4,5000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,2.2506803208333906e-15,6.752040962500171e-15,0.0,0.0,0.0,0.0,2.2506803208333907e-14,0.0
E4,5000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,10000,arac-lite-v0.6-targeted-probe,no-coordination,10,4,6,0,4,0.4,0.0010424561583315198,0.00743123344059451,0.0004000261967873949,-0.004982709342167811,0.00526407890681194,0.01024678824897975,0.014239309459976406,-0.00954979919678435
E4,10000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,5,5,0,5,0.5,0.0009191487114797948,0.009952177230256237,-0.0005979021124507503,-0.0066545552913125075,0.009426023729944036,0.016080579021256543,0.016877928127225456,-0.012606597992722877
E4,10000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,0,2,8,8,0.8,2.4251481227918426e-06,6.4588907137411875e-06,0.0,0.0,0.0,0.0,2.166300845703905e-05,0.0
E4,10000,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,10,0,2,8,8,0.8,7.164101609535706e-05,0.0002140616151578355,0.0,0.0,0.0,0.0,0.0007138216881828964,0.0
E4,10000,arac-lite-v0.6-random-probe-same-budget,no-coordination,10,4,6,0,4,0.4,0.0009700359083243358,0.007330858241072839,0.0004000261967873949,-0.004982709342167811,0.00526407890681194,0.01024678824897975,0.014236684135936501,-0.00954979919678435
E4,10000,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,10,5,5,0,5,0.5,0.0008468469152418326,0.00988877354396753,-0.0005991997085858648,-0.0066545552913125075,0.008885706652361994,0.015540261943674503,0.016877928127225456,-0.012606597992722877
E4,10000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,10,1,0,9,10,1.0,-6.916649542803307e-05,0.00020749948628416762,0.0,0.0,0.0,0.0,2.0521353885378122e-16,-0.0006916649542805359
E4,10000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,20000,arac-lite-v0.6-targeted-probe,no-coordination,10,5,5,0,5,0.5,-0.00341934543689851,0.016753255999075106,-0.003760296067822359,-0.013266118381816405,0.010042366649152356,0.02330848503096876,0.023969715295004256,-0.03258934578288672
E4,20000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,7,3,0,7,0.7,-0.01003837901371389,0.011897068824574105,-0.013175472722046241,-0.020149239632764743,0.001621920460764166,0.021771160093528908,0.007139153758141807,-0.027332291879506948
E4,20000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,20000,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,20000,arac-lite-v0.6-random-probe-same-budget,no-coordination,10,5,5,0,5,0.5,-0.00341934543689851,0.016753255999075106,-0.003760296067822359,-0.013266118381816405,0.010042366649152356,0.02330848503096876,0.023969715295004256,-0.03258934578288672
E4,20000,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,10,7,3,0,7,0.7,-0.01003837901371389,0.011897068824574105,-0.013175472722046241,-0.020149239632764743,0.001621920460764166,0.021771160093528908,0.007139153758141807,-0.027332291879506948
E4,20000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,20000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E4,all,arac-lite-v0.6-targeted-probe,no-coordination,30,13,16,1,14,0.4666666666666667,-0.000705241883400332,0.01088586711838043,0.000303875055448313,-0.005864746276054242,0.004232871434175693,0.010097617710229934,0.023969715295004256,-0.03258934578288672
E4,all,arac-lite-v0.6-targeted-probe,validated-selective-conflict,30,20,10,0,20,0.6666666666666666,-0.0033652587091206375,0.010424905013413931,-0.0017470141247806108,-0.010479598030799151,0.003574281363683404,0.014053879394482556,0.016877928127225456,-0.027332291879506948
E4,all,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,30,0,2,28,28,0.9333333333333333,8.083827075972807e-07,3.9003489101919245e-06,0.0,0.0,0.0,0.0,2.166300845703905e-05,0.0
E4,all,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,30,0,2,28,28,0.9333333333333333,2.3880338697702126e-05,0.00012811973376781262,0.0,0.0,0.0,0.0,0.0007138216881828964,-2.25068032083334e-14
E4,all,arac-lite-v0.6-random-probe-same-budget,no-coordination,30,13,16,1,14,0.4666666666666667,-0.0007293819667353118,0.01085932655773667,0.000303875055448313,-0.005864746276054242,0.004232871434175693,0.010097617710229934,0.023969715295004256,-0.03258934578288672
E4,all,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,30,20,10,0,20,0.6666666666666666,-0.0033893593078658762,0.010394900809628788,-0.001747014124769387,-0.010479598030799151,0.003573632565615847,0.014053230596414997,0.016877928127225456,-0.027332291879506948
E4,all,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,30,1,0,29,30,1.0,-2.30554984752608e-05,0.00012415765900413518,0.0,0.0,0.0,0.0,2.2506803208333907e-14,-0.0006916649542805359
E4,all,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,30,0,0,30,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6,5000,arac-lite-v0.6-targeted-probe,no-coordination,10,3,7,0,3,0.3,0.0023916553237622864,0.004769666757094147,0.0018277701593265626,-0.0013900241461490394,0.004626643356923786,0.006016667503072825,0.011423524069952486,-0.003962109792065372
E6,5000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,5,5,0,5,0.5,0.001411719812116618,0.005550066165785469,0.00033640155798295466,-0.0023568357364515853,0.0029021632089487885,0.005258998945400373,0.01406508171173448,-0.006164924852546303
E6,5000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,1,1,8,9,0.9,-0.00020279669222261152,0.0006084260480519405,0.0,0.0,0.0,0.0,1.0791160039679507e-07,-0.002028074833826512
E6,5000,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,10,1,1,8,9,0.9,-0.00020279676772331804,0.0006084262745542102,0.0,0.0,0.0,0.0,1.0791160084825306e-07,-0.0020280755888340287
E6,5000,arac-lite-v0.6-random-probe-same-budget,no-coordination,10,3,7,0,3,0.3,0.0025971857439464575,0.005181012280153271,0.0018277701593265626,-0.0013901049121308813,0.004626643356923786,0.006016748269054668,0.013478935959769981,-0.003962109792065372
E6,5000,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,10,5,5,0,5,0.5,0.001614435764954438,0.0054421721523895735,0.00033640155798295466,-0.0017118875499885233,0.0029021632089487885,0.004614050758937312,0.01406508171173448,-0.006164924852546303
E6,5000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,10,0,1,9,9,0.9,7.565413892695943e-11,2.2696256726689779e-10,0.0,0.0,0.0,0.0,7.565418407275331e-10,-4.514579388931983e-16
E6,5000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6,10000,arac-lite-v0.6-targeted-probe,no-coordination,10,2,8,0,2,0.2,0.004166729482049944,0.005115703227815922,0.004062509568428223,0.00042369876403436564,0.006356566275709161,0.005932867511674796,0.01558415350912459,-0.003434059621883825
E6,10000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,7,3,0,7,0.7,-0.002051616128796955,0.0034669102603926854,-0.0027953805945056445,-0.004262270754666937,-0.0001739896517093789,0.004088281102957558,0.0054024821631683305,-0.006377918830206379
E6,10000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,1,1,8,9,0.9,-0.00018503177667455746,0.0005695921627081638,0.0,0.0,0.0,0.0,4.3056480844260834e-05,-0.0018933742475898353
E6,10000,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,10,1,1,8,9,0.9,-0.00018509559978359475,0.0005697948288544042,0.0,0.0,0.0,0.0,4.30895587470168e-05,-0.0018940455565829644
E6,10000,arac-lite-v0.6-random-probe-same-budget,no-coordination,10,2,8,0,2,0.2,0.004353700155834833,0.005291426586371481,0.004062509568428223,0.00042369876403436564,0.006324043763515365,0.005900344999481,0.01558415350912459,-0.003434059621883825
E6,10000,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,10,7,3,0,7,0.7,-0.001865142944237274,0.0038937175898067847,-0.0027953805945056445,-0.004262270754666937,-0.0001739896517093789,0.004088281102957558,0.007310373900955359,-0.006377918830206379
E6,10000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,10,1,1,8,9,0.9,6.395064182690594e-08,2.0311695132396875e-07,0.0,0.0,0.0,0.0,6.725828957742075e-07,-3.307647750514805e-08
E6,10000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6,20000,arac-lite-v0.6-targeted-probe,no-coordination,10,5,4,1,6,0.6,0.0020643256477157444,0.012759222253478062,-0.0003863230810527462,-0.006155621346406213,0.004534891134454554,0.010690512480860767,0.030484470936154053,-0.013314961553915022
E6,20000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,4,6,0,4,0.4,0.004764308477906501,0.009850857365995567,0.003415093391197864,-0.0016857731168994474,0.011697377432644648,0.013383150549544094,0.01975955480337247,-0.013394871970682252
E6,20000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,1,0,9,10,1.0,-0.0008852828561651475,0.0026558485684954427,0.0,0.0,0.0,0.0,0.0,-0.008852828561651475
E6,20000,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,10,2,0,8,10,1.0,-0.0008967117819185586,0.0026522578188793084,0.0,0.0,0.0,0.0,0.0,-0.008852828561651475
E6,20000,arac-lite-v0.6-random-probe-same-budget,no-coordination,10,5,4,1,6,0.6,0.002973566612079517,0.013250483955649157,-0.0003863230810527462,-0.006155621346406213,0.011269378993350964,0.017425000339757177,0.030484470936154053,-0.013314961553915022
E6,20000,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,10,4,6,0,4,0.4,0.005685817933308494,0.011407394784827189,0.003415093391197864,-0.0016857731168994474,0.011697377432644648,0.013383150549544094,0.02818248817606946,-0.013282100714577305
E6,20000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,10,0,1,9,9,0.9,1.1430232106151836e-05,3.429069631845551e-05,0.0,0.0,0.0,0.0,0.00011430232106151836,0.0
E6,20000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E6,all,arac-lite-v0.6-targeted-probe,no-coordination,30,10,19,1,11,0.36666666666666664,0.0028742368178426574,0.008451376047552254,0.0015006135630883386,-0.0017473047226916178,0.006002795233990147,0.007750099956681765,0.030484470936154053,-0.013314961553915022
E6,all,arac-lite-v0.6-targeted-probe,validated-selective-conflict,30,16,14,0,16,0.5333333333333333,0.0013748040537420552,0.007373207134062245,-1.0884952894480826e-05,-0.0028675039976134077,0.0038492726492625677,0.006716776646875975,0.01975955480337247,-0.013394871970682252
E6,all,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,30,3,2,25,28,0.9333333333333333,-0.0004243704416874388,0.0016398137377344293,0.0,0.0,0.0,0.0,4.3056480844260834e-05,-0.008852828561651475
E6,all,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,30,4,2,24,28,0.9333333333333333,-0.00042820138314182373,0.001638976293572676,0.0,0.0,0.0,0.0,4.30895587470168e-05,-0.008852828561651475
E6,all,arac-lite-v0.6-random-probe-same-budget,no-coordination,30,10,19,1,11,0.36666666666666664,0.0033081508372869357,0.008796362884173509,0.0015006135630883386,-0.0017473854886734597,0.006324043763515365,0.008071429252188825,0.030484470936154053,-0.013314961553915022
E6,all,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,30,16,14,0,16,0.5333333333333333,0.0018117035846752195,0.008235569341955606,-1.0884952894480826e-05,-0.002867584697570051,0.0038492726492625677,0.006716857346832619,0.02818248817606946,-0.013282100714577305
E6,all,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,30,1,3,26,27,0.9,3.831419467372556e-06,2.0514288360700363e-05,0.0,0.0,0.0,0.0,0.00011430232106151836,-3.307647750514805e-08
E6,all,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,30,0,0,30,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R6,5000,arac-lite-v0.6-targeted-probe,no-coordination,10,2,7,1,3,0.3,0.0017378632506900413,0.0069629214076125726,0.0031577532152517514,0.00046258067908077846,0.0034845182106708447,0.0030219375315900664,0.012996754280980221,-0.016290201345993075
R6,5000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,8,2,0,8,0.8,-0.003635898880739899,0.006548712151455633,-0.0003275824464007729,-0.008979017896418272,-1.8797539190969247e-05,0.008960220357227303,0.003705526615607096,-0.014878006132407074
R6,5000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,0,1,9,9,0.9,7.684186949547988e-06,2.305256084864396e-05,0.0,0.0,0.0,0.0,7.684186949547988e-05,0.0
R6,5000,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,10,1,0,9,10,1.0,-0.0007459860913598873,0.002237958274079662,0.0,0.0,0.0,0.0,0.0,-0.007459860913598873
R6,5000,arac-lite-v0.6-random-probe-same-budget,no-coordination,10,2,7,1,3,0.3,0.002499224388166959,0.008416856641682307,0.0031577532152517514,0.00046258067908077846,0.0034845182106708447,0.0030219375315900664,0.0206103656557494,-0.016290201345993075
R6,5000,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,10,8,2,0,8,0.8,-0.0028954882144323554,0.005583184592492441,-0.0003275824464007729,-0.006199571524928449,-1.8797539190969247e-05,0.00618077398573748,0.003705526615607096,-0.013687141045745501
R6,5000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,10,0,1,9,9,0.9,0.000759334810381737,0.0022780044311452113,0.0,0.0,0.0,0.0,0.00759334810381737,0.0
R6,5000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R6,10000,arac-lite-v0.6-targeted-probe,no-coordination,10,4,5,1,5,0.5,0.0061684481242384615,0.01861272514450064,0.00018293484893845767,-2.1802020826999046e-05,0.005702030391985443,0.005723832412812442,0.049791315779463885,-0.01992445129714994
R6,10000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,7,3,0,7,0.7,-0.005379516537618418,0.020501732305598337,-0.008534696771164946,-0.013235760567737405,0.004195816583447197,0.017431577151184603,0.03959477593763952,-0.04266502670261991
R6,10000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R6,10000,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R6,10000,arac-lite-v0.6-random-probe-same-budget,no-coordination,10,4,5,1,5,0.5,0.0061684481242384615,0.01861272514450064,0.00018293484893845767,-2.1802020826999046e-05,0.005702030391985443,0.005723832412812442,0.049791315779463885,-0.01992445129714994
R6,10000,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,10,7,3,0,7,0.7,-0.005379516537618418,0.020501732305598337,-0.008534696771164946,-0.013235760567737405,0.004195816583447197,0.017431577151184603,0.03959477593763952,-0.04266502670261991
R6,10000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R6,10000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R6,20000,arac-lite-v0.6-targeted-probe,no-coordination,10,4,6,0,4,0.4,-0.0016456853341333439,0.009078967300822709,9.120208640634571e-05,-0.006821204252040903,0.003938361133879463,0.010759565385920366,0.012151033971196936,-0.0201391945805452
R6,20000,arac-lite-v0.6-targeted-probe,validated-selective-conflict,10,4,6,0,4,0.4,0.003334972772366692,0.011042507670144494,0.0033620087755429164,-0.004978193865189999,0.014220139620783813,0.01919833348597381,0.016984919410734996,-0.013250469971907063
R6,20000,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R6,20000,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,10,1,1,8,9,0.9,-0.0009087203005367495,0.002726449218280606,0.0,0.0,0.0,0.0,8.649134274596292e-07,-0.009088067918794955
R6,20000,arac-lite-v0.6-random-probe-same-budget,no-coordination,10,3,7,0,3,0.3,-0.0007354704120329882,0.008905204810690534,0.000873777780012912,-0.0036601969064264423,0.003938361133879463,0.0075985580403059045,0.012151033971196936,-0.0201391945805452
R6,20000,arac-lite-v0.6-random-probe-same-budget,validated-selective-conflict,10,4,6,0,4,0.4,0.004240710677365262,0.010046143267478092,0.003361575963521029,-0.0031570237170156796,0.014220139620783813,0.01737716333779949,0.016984919410734996,-0.013250469971907063
R6,20000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.1-disable-fast,10,1,1,8,9,0.9,0.0009170553479374239,0.002751454360122427,0.0,0.0,0.0,0.0,0.009171418392053625,-8.649126793850392e-07
R6,20000,arac-lite-v0.6-random-probe-same-budget,arac-lite-v0.6-random-probe-same-budget,10,0,0,10,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R6,all,arac-lite-v0.6-targeted-probe,no-coordination,30,10,18,2,12,0.4,0.00208687534693172,0.013013538003432312,0.0007356326579215866,-0.0001468495683871959,0.004241531435515802,0.004388381003902998,0.049791315779463885,-0.0201391945805452
R6,all,arac-lite-v0.6-targeted-probe,validated-selective-conflict,30,19,11,0,19,0.6333333333333333,-0.0018934808819972087,0.014464540858120056,-0.0014200886051641212,-0.011004631140308068,0.005352542613382046,0.016357173753690113,0.03959477593763952,-0.04266502670261991
R6,all,arac-lite-v0.6-targeted-probe,arac-lite-v0.1-disable-fast,30,0,1,29,29,0.9666666666666667,2.561395649849329e-06,1.3793537710716019e-05,0.0,0.0,0.0,0.0,7.684186949547988e-05,0.0
R6,all,arac-lite-v0.6-targeted-probe,arac-lite-v0.6-random-probe-same-budget,30,2,1,27,29,0.9666666666666667,-0.0005515687972988789,0.002074573530072575,0.0,0.0,0.0,0.0,8.649134274596292e-07,-0.009088067918794955
